Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
9.68656E+17,27/02/2018,1:17:00 AM,Eastern Standard Time,amazon,@OPDk9Falco That's pawsome! What other treats or toys does this amazing doggo enjoy in his retirement years?,2,0,0,
9.68651E+17,27/02/2018,12:58:00 AM,Eastern Standard Time,amazon,@rahelab Thank you for the kudos! We strive to keep our customers happy! <Emoji: Smiling face with smiling eyes> Have a great trip!,3,0,0,
9.68639E+17,27/02/2018,12:06:30 AM,Eastern Standard Time,amazon,@OPDk9Falco What did Falco get? What's in the box? <Emoji: Smiling face with heart-shaped eyes>,1,0,1,
9.68636E+17,27/02/2018,11:55:54 PM,Eastern Standard Time,amazon,Skipping sleep on your way to success? A word of warning from @ariannahuff. More #DayOneInsights for entrepreneurs:  http://amzn.to/insights-ariannahuffington … pic.twitter.com/O72INQFKaL,150,62,127,#DayOneInsights
9.68609E+17,27/02/2018,10:09:31 PM,Eastern Standard Time,amazon,"It's a party in a box! Happy Birthday, Brit!! <Emoji: Party popper><Emoji: Birthday cake><Emoji: Party popper>",1,0,1,
9.68609E+17,27/02/2018,10:09:00 PM,Eastern Standard Time,amazon,"@Barnacules Be certain that you contain that chicken when it gets there. He may head for the road, I've heard. :)",0,0,3,
9.68609E+17,27/02/2018,10:08:00 PM,Eastern Standard Time,amazon,@cuhmeel It is probably our favorite page on the internet!,0,0,0,
9.68587E+17,27/02/2018,8:40:00 PM,Eastern Standard Time,amazon,@almariereese We aim to please! <Emoji: Star-struck>,5,0,1,
9.68188E+17,26/02/2018,6:16:00 PM,Eastern Standard Time,amazon,@SamSmithPFC Awesome! I'm so glad to hear that you love them. Enjoy! ^SW,6,0,0,
9.6818E+17,26/02/2018,5:45:00 PM,Eastern Standard Time,amazon,@LewisFindley It's what heroes do! <Emoji: Smiling face with sunglasses><Emoji: Popcorn>,7,0,1,
9.68176E+17,26/02/2018,5:30:22 PM,Eastern Standard Time,amazon,@Uptgyal Thanks for giving us a try! We love hearing from our customers.,9,0,1,
9.68176E+17,26/02/2018,5:30:11 PM,Eastern Standard Time,amazon,"@jordan314 Alexa, a robot arm, and a cat were hanging out in the kitchen... <Emoji: Cat>Sounds like the start to a great story! <Emoji: Open book>",1,0,4,
9.67999E+17,25/02/2018,5:44:00 AM,Eastern Standard Time,amazon,@Mocha1017xoxo <Emoji: Heavy red heart>,3,0,1,
9.67998E+17,25/02/2018,5:41:51 AM,Eastern Standard Time,amazon,@SKostrinsky We might need a slice or two to verify the authenticity on that...<Emoji: Face savouring delicious food> Happy birthday! <Emoji: Birthday cake><Emoji: Party popper><Emoji: Confetti ball>,1,0,1,
9.67873E+17,25/02/2018,9:22:54 PM,Eastern Standard Time,amazon,@BlackBerry_Mama We LOVE hearing about early deliveries! <Emoji: Smiling face with heart-shaped eyes> Thank you so much for sharing! Hope you have a wonderful day! <Emoji: Smiling face with smiling eyes>,10,0,1,
9.67851E+17,25/02/2018,7:55:24 PM,Eastern Standard Time,amazon,@sollasidoll Thank you so much for the kind words! We appreciate you and we hope to see you again soon! <Emoji: Heavy red heart><Emoji: Grinning face with smiling eyes>,3,0,2,
9.67527E+17,24/02/2018,10:29:00 PM,Eastern Standard Time,amazon,@Lehvrinz There is nothing better than bonding over music! Thank you so much for sharing your awesome experience with us! <Emoji: Musical note><Emoji: Smiling face with open mouth and smiling eyes><Emoji: Multiple musical notes>,29,0,2,
9.67526E+17,24/02/2018,10:27:35 PM,Eastern Standard Time,amazon,@Raisingleonards It's amazing what you can accomplish from the comfort of your own home! <Emoji: Smiling face with smiling eyes>,10,0,1,
9.67525E+17,24/02/2018,10:21:30 PM,Eastern Standard Time,amazon,"@camitron88 Just a kitten in its natural habitat, performing the wonderful ""If I fits, I sits"" routine. What's this beauties name?",4,0,1,
9.67513E+17,24/02/2018,9:32:28 PM,Eastern Standard Time,amazon,@wambamfran Your kindness brightens our day! Thanks for sharing your experience! <Emoji: Sun with face>,5,0,2,
9.6719E+17,23/02/2018,12:10:34 AM,Eastern Standard Time,amazon,@DawktaJawlz We're happy to know you are enjoying your Echo Spot! <Emoji: Grinning face with smiling eyes> Have you tried all of these awesome Echo features:  http://amzn.to/2sS8bGg  ?,40,0,2,
9.67187E+17,23/02/2018,11:58:40 PM,Eastern Standard Time,amazon,"Step 1: Join the circus. Step 2: Become a YouTube star. Step 3: Sell on Amazon. Your story might be different, but anyone can become an entrepreneur:  https://amzn.to/stories  pic.twitter.com/fX1JTmYiV4",1538,84,328,
9.67143E+17,23/02/2018,9:02:00 PM,Eastern Standard Time,amazon,@ann_boger It can be so sad when a book ends! Have you found another good one to start reading yet? ^EP,13,0,1,
9.67107E+17,23/02/2018,6:41:00 PM,Eastern Standard Time,amazon,"@denali503 That's amazing! But, the real question is... what kind of dance moves does she deliver? <Emoji: Dancer>",13,0,0,
9.6687E+17,22/02/2018,2:58:27 AM,Eastern Standard Time,amazon,@BlairyDoo We're thrilled you are enjoying it! We always love to hear customer feedback. Thank you for taking the time to share this with us! <Emoji: Grinning face with smiling eyes>,10,0,1,
9.66826E+17,22/02/2018,12:05:25 AM,Eastern Standard Time,amazon,Author and investor @tferriss has seen too many entrepreneurs fall for these 2 traps. More #DayOneInsights  http://amzn.to/insights-timferriss … pic.twitter.com/Gqy3Veygq9,476,49,114,#DayOneInsights
9.66791E+17,22/02/2018,9:45:00 PM,Eastern Standard Time,amazon,@KenzoPvP Those look AMAZing! Let us know how the work out <Emoji: Winking face>,3,0,1,
9.66754E+17,22/02/2018,7:20:00 PM,Eastern Standard Time,amazon,Ooo! We love surprises! <Emoji: Smiling face with heart-shaped eyes>,3,0,0,
9.66754E+17,22/02/2018,7:19:30 PM,Eastern Standard Time,amazon,"@ColieMarieL We may not respond through text message, but we got you here on Twitter! <Emoji: Winking face>",5,1,2,
9.66754E+17,22/02/2018,7:19:29 PM,Eastern Standard Time,amazon,"@tina1804 Hey girl, we <Emoji: Sparkling heart> you too!",0,0,0,
9.66515E+17,21/02/2018,3:27:36 AM,Eastern Standard Time,amazon,"@mitchmd Oops, that was meant to be time ""travel."" We must have been fresh out of Deloreans! <Emoji: Face with tears of joy><Emoji: Face with tears of joy><Emoji: Face with tears of joy>",2,0,1,
9.66462E+17,21/02/2018,11:56:49 PM,Eastern Standard Time,amazon,Olga discovered a market for socks that have wings. And ears. And names. Become an entrepreneur on Amazon:  https://amzn.to/stories  pic.twitter.com/B7f3foZ9uD,150,29,76,
9.66457E+17,21/02/2018,11:38:31 PM,Eastern Standard Time,amazon,@RobertoKoeneke Score! We're happy we were able to help you get the Super Mario cereal. How do you like it?,2,0,1,
9.66454E+17,21/02/2018,11:25:00 PM,Eastern Standard Time,amazon,@thePBrownie <Emoji: Right pointing backhand index><Emoji: Smiling face with sunglasses><Emoji: Right pointing backhand index> Right back at you!,1,1,1,
9.66451E+17,21/02/2018,11:12:53 PM,Eastern Standard Time,amazon,@wesleyjohnson58 We love all our customers! That's super cool you got your order so fast! <Emoji: Heavy red heart>,0,0,0,
9.66403E+17,21/02/2018,8:01:26 PM,Eastern Standard Time,amazon,@hollyc29 We're happy to deliver such joy! <Emoji: Smiling face with heart-shaped eyes>,0,0,1,
9.66145E+17,20/02/2018,2:58:01 AM,Eastern Standard Time,amazon,"@ksjkln Hey, Kimberly. Thanks for being awesome!!!",0,1,4,
9.66111E+17,20/02/2018,12:42:00 AM,Eastern Standard Time,amazon,@jondeutsch We're happy to know that you're enjoying your Amazon Echo! <Emoji: Grinning face with smiling eyes> Hope you have an amazing time at the concert! <Emoji: Multiple musical notes>,0,0,0,
9.66104E+17,20/02/2018,12:14:26 AM,Eastern Standard Time,amazon,"@Payton_Rose03 <Emoji: Smiling face with heart-shaped eyes> Aww, you make us blush! <Emoji: Smiling face with smiling eyes>",0,0,0,
9.661E+17,20/02/2018,11:58:37 PM,Eastern Standard Time,amazon,What to do next? @tferriss has 3 tips on how to prioritize.  http://amzn.to/insights-timferriss … #DayOneInsights pic.twitter.com/uXi69OVEY9,111,70,221,#DayOneInsights
9.66067E+17,20/02/2018,9:46:56 PM,Eastern Standard Time,amazon,@tophersimmons Talk about a paws-itively purrr-fect fit! <Emoji: Heavy red heart><Emoji: Cat>,1,0,1,
9.66067E+17,20/02/2018,9:46:26 PM,Eastern Standard Time,amazon,@AGCameliorating It's true! <Emoji: Dog> Here's a list of all our four-legged models:  http://amzn.to/2sFx5cj ,1,0,1,
9.66066E+17,20/02/2018,9:45:29 PM,Eastern Standard Time,amazon,"@DM5hatesyou If we were looking for our best customer, you'd be our Prime suspect. <Emoji: Winking face> What's your favorite feature?",1,0,0,
9.66066E+17,20/02/2018,9:45:00 PM,Eastern Standard Time,amazon,@eric_the_cook What a Prime prize! He's going to love it. I hope you got yourself something too for being a great dad!,0,0,1,
9.66066E+17,20/02/2018,9:44:26 PM,Eastern Standard Time,amazon,@heyhalverson Oooh! Yummy! Where do you stand on the Rare vs. Well done debate?,1,0,0,
9.66025E+17,20/02/2018,7:01:00 PM,Eastern Standard Time,amazon,@JamoneK Does that make them a cat36 cable if you tape them together? <Emoji: Thinking face>,0,0,0,
9.65824E+17,19/02/2018,5:44:00 AM,Eastern Standard Time,amazon,"@mallow610 Old, you say? No way! We think it's smart to skip the lines and have the essentials delivered to your door!",1,0,2,
9.65808E+17,19/02/2018,4:38:00 AM,Eastern Standard Time,amazon,@redleader57 We agree! There's nothing like the music of Ol' Blue Eyes! What else is on your playlist?  <Emoji: Musical score> <Emoji: Microphone>,1,0,0,
9.65788E+17,19/02/2018,3:20:00 AM,Eastern Standard Time,amazon,@ePiCdOmInAtIon2 We like to put a pawsitive spin on our mistakes so this is what pups up. <Emoji: Grinning face with smiling eyes><Emoji: Dog face>,1,0,1,
9.65733E+17,19/02/2018,11:41:29 PM,Eastern Standard Time,amazon,Looks like you chose the Purr-ime shipping option at checkout! <Emoji: Cat face with tears of joy>,0,0,0,
9.65459E+17,18/02/2018,5:32:26 AM,Eastern Standard Time,amazon,@AndreaLamber I'm so happy we could help out! Stay warm and enjoy your evening! <Emoji: Smiling face with smiling eyes>,0,0,2,
9.65407E+17,18/02/2018,2:07:26 AM,Eastern Standard Time,amazon,@Bad8511 We're so glad you're enjoying your Fire TV Stick! What's your favorite thing to watch so far?,2,0,0,
9.65406E+17,18/02/2018,2:02:26 AM,Eastern Standard Time,amazon,@DPMCanty It looks like this was one purr-fect fit! <Emoji: Smiling cat face with heart-shaped eyes>,0,0,1,
9.65338E+17,18/02/2018,9:31:00 PM,Eastern Standard Time,amazon,"@AmandaOcasio1 Quick, strike a paws! <Emoji: Panda face>",0,0,1,
9.65323E+17,18/02/2018,8:33:00 PM,Eastern Standard Time,amazon,@Budznbeardz Maxwell will be minty fresh!,0,0,1,
9.65309E+17,18/02/2018,7:36:00 PM,Eastern Standard Time,amazon,@BecEvans We love it! Make it so! <Emoji: Raised hand with part between middle and ring fingers><Emoji: Grinning face with smiling eyes>,0,0,1,
9.65309E+17,18/02/2018,7:35:00 PM,Eastern Standard Time,amazon,@ZakkisBatman Everyone needs one! Happy little Funko Pops!,0,0,0,
9.65287E+17,18/02/2018,6:08:30 PM,Eastern Standard Time,amazon,@pwgriffith Absolutely love it! This kiddo has a great imagination! <Emoji: Grinning face with smiling eyes>,0,0,0,
9.65269E+17,18/02/2018,4:58:28 PM,Eastern Standard Time,amazon,"@avikingchef That look of satisfaction as he's claimed this box as his own. Long live King Samson, ruler of the smiling box and protector of Prime!",0,0,0,
9.65265E+17,18/02/2018,4:43:00 PM,Eastern Standard Time,amazon,@ZombieSlagg <Emoji: Chequered flag> Let the adulting BEGIN! <Emoji: Chequered flag>,0,0,2,
9.64651E+17,16/02/2018,12:03:13 AM,Eastern Standard Time,amazon,Growth mindset or fixed mindset? The way you answer will influence the trajectory of your business--and your life. Grit author @angeladuckw explains:  http://amzn.to/insights-angeladuckworth … #DayOneInsights #entrepreneurship pic.twitter.com/ivVkptAhql,83,59,128,"#DayOneInsights,#entrepreneurship"
9.64332E+17,15/02/2018,2:53:24 AM,Eastern Standard Time,amazon,@nubia_AZ You're welcome! Congratulations on your soon-to-come bundle of joy! <Emoji: Baby>,0,0,0,
9.64332E+17,15/02/2018,2:53:23 AM,Eastern Standard Time,amazon,@Tabitha_Marie75 Thank you so much for taking the time to share your experience with us! We always love hearing both the positive and the negative from our customers. Please let us know if there is anything else we can help with!,0,0,1,
9.64302E+17,15/02/2018,12:55:13 AM,Eastern Standard Time,amazon,@MissTiffanyL Sorry for the scare over a possible delay! We hope you enjoy the new game! <Emoji: Grinning face with smiling eyes>,0,0,1,
9.64229E+17,15/02/2018,8:06:18 PM,Eastern Standard Time,amazon,When daily innovation becomes lifestyle renovation: this stay-at-home mom goes entrepreneur. Watch the full story:  https://amzn.to/stories  pic.twitter.com/p8o3bjsxki,35,40,94,
9.63911E+17,14/02/2018,11:02:00 PM,Eastern Standard Time,amazon,"@colleen324 It's a blessing, and a curse! <Emoji: Face with tears of joy><Emoji: Winking face>",1,0,2,
9.63863E+17,14/02/2018,7:50:25 PM,Eastern Standard Time,amazon,@aparisio983 We love hearing our customers are enjoying using the Echo! Happy Valentine's Day! <Emoji: Two hearts>,0,0,0,
9.63863E+17,14/02/2018,7:49:25 PM,Eastern Standard Time,amazon,@weatherchannel We should meet up! What's the 7-Day forecast?,1,0,12,
9.63798E+17,14/02/2018,3:34:00 PM,Eastern Standard Time,amazon,@JMichaelsNews Looks like you and Alexa can weather the storm together <Emoji: Thunder cloud and rain><Emoji: Smiling face with heart-shaped eyes>,2,2,14,
9.6379E+17,14/02/2018,3:00:11 PM,Eastern Standard Time,amazon,Time to take the plunge this #ValentinesDay – we’re talking about #PrimeAndCommitment pic.twitter.com/cnnenBSZ1j,47,39,131,"#ValentinesDay,#PrimeAndCommitment"
9.63598E+17,13/02/2018,2:15:24 AM,Eastern Standard Time,amazon,@ChantalCurler She is a darling! Thank YOU so much for sharing with us. <Emoji: Smiling face with heart-shaped eyes><Emoji: Horse face><Emoji: Smiling face with heart-shaped eyes>,0,0,1,
9.63564E+17,13/02/2018,12:03:39 AM,Eastern Standard Time,amazon,What's your top-level goal? Focus and achieve more with this tip from Grit author  @angeladuckw.  http://amzn.to/dayoneinsights  #DayOneInsights #entrepreneurship pic.twitter.com/XivX4sjH6j,17,57,134,"#DayOneInsights,#entrepreneurship"
9.63563E+17,13/02/2018,11:57:52 PM,Eastern Standard Time,amazon,@Savage_Prawn Thank you for the compliment! We're happy to be of service!,0,0,1,
9.63563E+17,13/02/2018,11:57:25 PM,Eastern Standard Time,amazon,"@kerryguiliano You're never late to this party! By chance, have you tried out your new roller coaster? We recommend using a fourth step, previously not mentioned: Yelling ""WEEEEEEEEEEEEEEE"" at the top of your lungs! <Emoji: Face with tears of joy> <Emoji: Smiling face with open mouth and tightly-closed eyes> <Emoji: Face savouring delicious food>",0,0,2,
9.63537E+17,13/02/2018,10:13:31 PM,Eastern Standard Time,amazon,@Amela_Sandra We really can't blame her! Your bag is beautiful! <Emoji: Thumbs up sign>,0,0,0,
9.63526E+17,13/02/2018,9:30:00 PM,Eastern Standard Time,amazon,Live now: We’re sharing some great deals today on Amazon. Watch and save here:  http://amzn.to/2o3Sd6s ,20,13,49,
9.63508E+17,13/02/2018,8:19:00 PM,Eastern Standard Time,amazon,"@HotGingerMess With only a box, you can be a cowboy, an astronaut, or a race car driver! Which leaves us to wonder if you wear cowboy clothes, are you ranch dressing? <Emoji: Face with cowboy hat>",0,0,2,
9.63274E+17,12/02/2018,4:48:27 AM,Eastern Standard Time,amazon,@Claire_Richard2 But now an important decision must be made: Themed or classic? <Emoji: Thinking face>,1,0,1,
9.63272E+17,12/02/2018,4:41:00 AM,Eastern Standard Time,amazon,@CunninghamC16 Incredibull form! <Emoji: Face with cowboy hat>,1,2,19,
9.63271E+17,12/02/2018,4:39:00 AM,Eastern Standard Time,amazon,"@Bowdmast We're not saying you're Santa, but have you and Santa ever been seen in the same room? <Emoji: Grinning face with smiling eyes><Emoji: Grinning face with smiling eyes><Emoji: Winking face>",0,0,0,
9.63271E+17,12/02/2018,4:37:25 AM,Eastern Standard Time,amazon,@ElNinjaCupcake Looks like Forrest has turned that cat trap into a cat condo! <Emoji: Smiling cat face with open mouth><Emoji: Package>,0,0,2,
9.63228E+17,12/02/2018,1:45:34 AM,Eastern Standard Time,amazon,"@sarahdenap Awesome find! We get a dinner invite, right?",1,0,0,
9.63226E+17,12/02/2018,1:40:49 AM,Eastern Standard Time,amazon,@casahome2000 Are you kitten us right meow?! It's just puuuuurrrrfect! <Emoji: Cat face>,0,0,1,
9.63203E+17,12/02/2018,12:06:21 AM,Eastern Standard Time,amazon,See how this stay-at-home mom keeps up with her four boys and her own creative energy. Watch the full story:  https://amzn.to/stories  pic.twitter.com/j0EL7SRG4F,23,27,77,
9.63198E+17,12/02/2018,11:48:35 PM,Eastern Standard Time,amazon,@zether <Emoji: Dog face> <Emoji: Steam locomotive> ALL ABOARD THE PUPPY EXPRESS!!! Full steam ahead!1st stop - MORE BONES. <Emoji: Meat on bone> <Emoji: Meat on bone>,1,0,2,
9.63146E+17,12/02/2018,8:20:25 PM,Eastern Standard Time,amazon,Watch as @gracehelbig and @brookswheelan show their #PrimeAndCommitment to each other. https://twitter.com/gracehelbig/status/962409393286348800 …,3,28,229,#PrimeAndCommitment
9.63065E+17,12/02/2018,3:00:09 PM,Eastern Standard Time,amazon,No more flings. We’re ready for #PrimeAndCommitment pic.twitter.com/wTCIQHRNuB,26,21,92,#PrimeAndCommitment
9.6282E+17,11/02/2018,10:47:29 PM,Eastern Standard Time,amazon,@ds8205 Yes! There's nothing like relaxing into a new book after a long day. Happy reading!  <Emoji: Smiling face with open mouth> <Emoji: Blue book> <Emoji: Orange book>,1,0,3,
9.62801E+17,11/02/2018,9:31:28 PM,Eastern Standard Time,amazon,@ImJeniLynn So many possibilities! So many helpful skills! <Emoji: Smiling face with smiling eyes>,0,0,3,
9.62173E+17,09/02/2018,3:53:27 AM,Eastern Standard Time,amazon,@TheFreckles17 We love that feeling! <Emoji: Growing heart><Emoji: Package><Emoji: Smiling face with smiling eyes>,2,1,2,
9.62165E+17,09/02/2018,3:21:54 AM,Eastern Standard Time,amazon,@MalanJames What was the most random thing you purchased last year? <Emoji: Blue heart><Emoji: Gorilla><Emoji: Soft ice cream>,1,0,2,
9.62118E+17,09/02/2018,12:15:28 AM,Eastern Standard Time,amazon,@heymikemorgan Those recommendations are out of this world! <Emoji: Rocket><Emoji: New moon symbol>,0,0,2,
9.62118E+17,09/02/2018,12:15:00 AM,Eastern Standard Time,amazon,@lenubienne We're glad you enjoyed them! Which one did you try first?,1,0,2,
9.62113E+17,09/02/2018,11:57:29 PM,Eastern Standard Time,amazon,This entrepreneur knows how to reach the stars. She’s spent her whole life studying them. Start a business on Amazon  http://amzn.to/stories  pic.twitter.com/COKsY18Q6X,25,34,74,
9.62069E+17,09/02/2018,9:02:00 PM,Eastern Standard Time,amazon,"@awhite_14 It's because we have hands down, the best customers ever!",2,0,3,
9.62061E+17,09/02/2018,8:30:00 PM,Eastern Standard Time,amazon,@HeyLimLim Thanks so much for the kind words! We love to hear that our customers are enjoying the new order tracking features! <Emoji: Grinning face with smiling eyes><Emoji: Heavy red heart>,0,0,1,
9.62008E+17,09/02/2018,5:00:08 PM,Eastern Standard Time,amazon,"When you need to get more than ‘chill’ out of your relationship, take the next step. #PrimeAndCommitment pic.twitter.com/5upVnyfNLc",22,40,126,#PrimeAndCommitment
9.6178E+17,08/02/2018,1:52:27 AM,Eastern Standard Time,amazon,@benrapo Woo! You can never wrong with shrimp! Do you have any shrimp dishes planned? <Emoji: Fried shrimp><Emoji: Face savouring delicious food>,0,0,2,
9.61762E+17,08/02/2018,12:41:34 AM,Eastern Standard Time,amazon,@MedicMomma3 Thank you so much for your kind words! We hope your feline friend enjoys the new box! <Emoji: Smiling face with smiling eyes><Emoji: Smiling cat face with open mouth>,0,0,1,
9.61757E+17,08/02/2018,12:23:00 AM,Eastern Standard Time,amazon,@ScottRubin24 Hope you enjoy!,0,0,2,
9.61757E+17,08/02/2018,12:22:29 AM,Eastern Standard Time,amazon,@benrapo That sounds like a pretty awesome bucket list! Did you find anything awesome?,1,0,1,
9.61661E+17,08/02/2018,6:00:01 PM,Eastern Standard Time,amazon,".@amazonprimenow brings groceries from @WholeFoods in Austin, Cincinnati, Dallas, and Virginia Beach with FREE two-hour delivery!  http://amzn.to/2nIEGBF  pic.twitter.com/xilPXi1F5u",32,51,111,
9.61642E+17,08/02/2018,4:45:33 PM,Eastern Standard Time,amazon,"@julz91 Excellent! Next, we recommend a little bribery. Hanging a treat from a string can go a long way in turning the lack of enthusiasm into pure fun.",1,0,2,
9.61483E+17,07/02/2018,6:13:28 AM,Eastern Standard Time,amazon,@mahalmareeda You're very welcome! We're so glad you're enjoying it. <Emoji: Two hearts>,1,1,3,
9.61455E+17,07/02/2018,4:22:52 AM,Eastern Standard Time,amazon,"@julz91 What a cat-tastrophe! We can go through some troubleshooting. To start, have you catered to the whim of your feline friend?",1,0,1,
9.61435E+17,07/02/2018,3:04:00 AM,Eastern Standard Time,amazon,"@seni_ariyanty We're not sure what you ordered, but it looks like that little guy's on an adventure...maybe to the cookie jar! <Emoji: Rocket><Emoji: Cookie><Emoji: Smiling face with smiling eyes>",1,0,2,
9.61389E+17,07/02/2018,12:01:30 AM,Eastern Standard Time,amazon,Francesca used her experience in astronomy to build an online business. Become an entrepreneur on Amazon:  http://amzn.to/stories  pic.twitter.com/9krzuuBmLT,14,32,73,
9.61211E+17,07/02/2018,12:13:53 PM,Eastern Standard Time,amazon,@bellster1981 Nice choice!! We hope you enjoy the show! <Emoji: DVD> <Emoji: Television> <Emoji: Smiling face with smiling eyes>,2,0,2,
9.61064E+17,06/02/2018,2:29:52 AM,Eastern Standard Time,amazon,"@TammyCaccavo Too paw-dorable! So if the pupper fetches gift cards, is it now called playing ""cash""?  <Emoji: Thinking face><Emoji: Money with wings><Emoji: Dog>",0,0,2,
9.61028E+17,06/02/2018,12:04:12 AM,Eastern Standard Time,amazon,"Want to build a business? Remember these 3 rules for entrepreneurs, from @mcuban.  https://amzn.to/insights-markcuban … #DayOneInsights #entrepreneurship pic.twitter.com/6owh5TTm3m",47,207,394,"#DayOneInsights,#entrepreneurship"
9.61027E+17,06/02/2018,12:03:00 AM,Eastern Standard Time,amazon,@Discover_Sooz Things that should never change: Love for your kitties and for yourself. We've got you covered! <Emoji: Heavy red heart><Emoji: Cat face>,0,1,2,
9.61027E+17,06/02/2018,12:02:00 AM,Eastern Standard Time,amazon,@lukemyszka You're doing in the right way in our eyes! Thanks for trying it out. <Emoji: Grinning face with smiling eyes>,0,0,2,
9.60656E+17,05/02/2018,11:28:00 PM,Eastern Standard Time,amazon,@RaoulFOX5 Thanks for taking the time to let us know about your experience! This is what we love to hear and will continue to strive for!<Emoji: Heavy red heart>,1,0,1,
9.60652E+17,05/02/2018,11:12:33 PM,Eastern Standard Time,amazon,@celaya_vanessa Perfect fabric for silky smooth dreams! <Emoji: Sleeping face>,0,0,1,
9.60652E+17,05/02/2018,11:12:33 PM,Eastern Standard Time,amazon,"@SpectralFireZ Thanks, Mickey! We're happy you enjoyed it! Who was your favorite sick-day replacement for Alexa? <Emoji: Smiling face with open mouth>",2,0,2,
9.60613E+17,05/02/2018,8:36:59 PM,Eastern Standard Time,amazon,@CutebootyPoet Such a productive moment caught on camera! <Emoji: Heavy check mark> Package delivered.<Emoji: Package><Emoji: Heavy check mark> New portrait of woofs.<Emoji: Dog face><Emoji: Dog face>,0,0,2,
9.60573E+17,05/02/2018,5:57:27 PM,Eastern Standard Time,amazon,@Edhed We know the feeling! We're still looking for the safe place where we put our keys! <Emoji: Thinking face><Emoji: Confused face><Emoji: Grimacing face>,0,1,2,
9.60519E+17,05/02/2018,2:24:00 PM,Eastern Standard Time,amazon,@karmabertelsen Thank you for the shout-out today! We're glad you enjoyed it and happy to say Alexa's feeling much better now. Have a wonderful day!,0,0,1,
9.60359E+17,04/02/2018,3:48:40 AM,Eastern Standard Time,amazon,"@rebdcampbell No hurt feelings! We love her, too! <Emoji: Heavy red heart>",0,0,1,
9.60359E+17,04/02/2018,3:44:54 AM,Eastern Standard Time,amazon,"@phoeberoberts93 Wow, thanks! Who was your favorite?",1,0,0,
9.60358E+17,04/02/2018,3:43:27 AM,Eastern Standard Time,amazon,@Filmmaker_shaun Thanks for the amazing feedback! Who was your favorite replacement for Alexa? <Emoji: American football> <Emoji: Grinning face with smiling eyes>,1,0,0,
9.60357E+17,04/02/2018,3:40:31 AM,Eastern Standard Time,amazon,@cassieglows We're thrilled to see you enjoyed it! <Emoji: Grinning face with smiling eyes><Emoji: Heavy red heart><Emoji: Face with tears of joy> What was your favorite part?,1,0,1,
9.60353E+17,04/02/2018,3:23:00 AM,Eastern Standard Time,amazon,@tregp Awe schucks! <Emoji: Winking face> You're too sweet! <Emoji: Heavy red heart>,1,0,1,
9.60353E+17,04/02/2018,3:21:00 AM,Eastern Standard Time,amazon,@Corbin_Wallace Is there an award involved in this winning? Asking for a friend. <Emoji: Trophy>,1,0,0,
9.60352E+17,04/02/2018,3:19:29 AM,Eastern Standard Time,amazon,@AustinJ So glad to hear you enjoy our Alexa devices! Do you have a favorite?,2,0,1,
9.6035E+17,04/02/2018,3:10:54 AM,Eastern Standard Time,amazon,"@_CrazyPaul After seeing the commercial, who would you choose to replace Alexa?  <Emoji: Rolling on the floor laughing>",1,0,1,
9.60347E+17,04/02/2018,2:59:53 AM,Eastern Standard Time,amazon,@RustyWeinberg Awesome! What was your favorite part? <Emoji: Rolling on the floor laughing>,0,0,0,
9.60347E+17,04/02/2018,2:59:25 AM,Eastern Standard Time,amazon,@CraigElimeliah Thanks for your feedback! Who was your favorite replacement voice?,1,0,1,
9.60344E+17,04/02/2018,2:49:01 AM,Eastern Standard Time,amazon,@LynCKos Sounds like you could use your own emotional support peacock <Emoji: Smirking face> pic.twitter.com/KrsXDIoFZp,2,0,0,
9.60344E+17,04/02/2018,2:48:27 AM,Eastern Standard Time,amazon,@STANAKATIC1fan1 We're so ecstatic that you are enjoying it! What's your favorite part so far?,1,0,2,
9.60343E+17,04/02/2018,2:44:29 AM,Eastern Standard Time,amazon,@Bill_Pritchard <Emoji: Winking face>,0,1,1,
9.60314E+17,04/02/2018,12:48:02 AM,Eastern Standard Time,amazon,"@SunnySkye08 Thanks for the kind words! While it's looking to be a long winter this year, we hope you stay warm, and we look forward to seeing you again soon.",0,0,1,
9.60284E+17,04/02/2018,10:47:27 PM,Eastern Standard Time,amazon,@KellyMedos HEHEHEHE! Did you find anything super exciting on the site?,1,0,1,
9.60284E+17,04/02/2018,10:47:27 PM,Eastern Standard Time,amazon,Happy to hear you liked it! <Emoji: Grinning face> Which celebrity voice was your favorite?,1,0,0,
9.60156E+17,04/02/2018,2:22:00 PM,Eastern Standard Time,amazon,@ChurchOfTravis We're bananas over that smile! <Emoji: Banana><Emoji: Monkey><Emoji: Banana>,0,1,4,
9.59975E+17,03/02/2018,2:21:00 AM,Eastern Standard Time,amazon,@paje_c2i It's great to hear Penny was able to help! We're happy you enjoy checking out the store!,0,0,0,
9.59975E+17,03/02/2018,2:19:56 AM,Eastern Standard Time,amazon,@ambercorrieri Looks like you're kicking it just fine! Your happiness is our goal. <Emoji: Soccer ball><Emoji: Goal net><Emoji: Smiling face with open mouth and smiling eyes>,0,0,1,
9.59931E+17,03/02/2018,11:25:00 PM,Eastern Standard Time,amazon,"@R11Jango We're afraid we can't accept such a purrfect return. If you are uncatisfied with your purchase, we recommend cuddling, snuggling, or petting your adorable kitty.",0,1,2,
